1p.prs	1p.pst	3p.prs	3p.pst
inculpate	inculpated	inculpates	inculpated
incur	incurred	incurs	incurred
indemnify	indemnified	indemnifies	indemnified
indent	indented	indents	indented
indenture	indentured	indentures	indentured
index	indexed	indexes	indexed
indicate	indicated	indicates	indicated
indict	indicted	indicts	indicted
individualize	individualized	individualizes	individualized
indoctrinate	indoctrinated	indoctrinates	indoctrinated
induce	induced	induces	induced
induct	inducted	inducts	inducted
indulge	indulged	indulges	indulged
industrialize	industrialized	industrializes	industrialized
indwell	indwelt	indwells	indwelt
inebriate	inebriated	inebriates	inebriated
infatuate	infatuated	infatuates	infatuated
infect	infected	infects	infected
infer	inferred	infers	inferred
infest	infested	infests	infested
infiltrate	infiltrated	infiltrates	infiltrated
inflame	inflamed	inflames	inflamed
inflate	inflated	inflates	inflated
inflect	inflected	inflects	inflected
influence	influenced	influences	influenced
inform	informed	informs	informed
infract	infracted	infracts	infracted
infringe	infringed	infringes	infringed
infuriate	infuriated	infuriates	infuriated
infuse	infused	infuses	infused
ingest	ingested	ingests	ingested
ingrain	ingrained	ingrains	ingrained
ingratiate	ingratiated	ingratiates	ingratiated
inhabit	inhabited	inhabits	inhabited
inhale	inhaled	inhales	inhaled
inherit	inherited	inherits	inherited
inhibit	inhibited	inhibits	inhibited
initial	initialled	initials	initialled
initiate	initiated	initiates	initiated
inject	injected	injects	injected
injure	injured	injures	injured
ink	inked	inks	inked
inlay	inlaid	inlays	inlaid
innovate	innovated	innovates	innovated
inoculate	inoculated	inoculates	inoculated
inquire	inquired	inquires	inquired
inscribe	inscribed	inscribes	inscribed
inseminate	inseminated	inseminates	inseminated
insert	inserted	inserts	inserted
inset	inset	insets	inset
insinuate	insinuated	insinuates	insinuated
insist	insisted	insists	insisted
inspan	inspanned	inspans	inspanned
inspect	inspected	inspects	inspected
inspire	inspired	inspires	inspired
install	installed	installs	installed
instance	instanced	instances	instanced
instate	instated	instates	instated
instigate	instigated	instigates	instigated
instil	instilled	instils	instilled
institute	instituted	institutes	instituted
institutionalize	institutionalized	institutionalizes	institutionalized
instruct	instructed	instructs	instructed
instrument	instrumented	instruments	instrumented
insulate	insulated	insulates	insulated
insult	insulted	insults	insulted
insure	insured	insures	insured
integrate	integrated	integrates	integrated
intend	intended	intends	intended
intensify	intensified	intensifies	intensified
inter	interred	inters	interred
interact	interacted	interacts	interacted
interbreed	interbred	interbreeds	interbred
intercalate	intercalated	intercalates	intercalated
intercede	interceded	intercedes	interceded
intercept	intercepted	intercepts	intercepted
interchange	interchanged	interchanges	interchanged
intercommunicate	intercommunicated	intercommunicates	intercommunicated
interdict	interdicted	interdicts	interdicted
interest	interested	interests	interested
interfere	interfered	interferes	interfered
interject	interjected	interjects	interjected
interlace	interlaced	interlaces	interlaced
interlard	interlarded	interlards	interlarded
interleave	interleaved	interleaves	interleaved
interlink	interlinked	interlinks	interlinked
interlock	interlocked	interlocks	interlocked
interlope	interloped	interlopes	interloped
intermarry	intermarried	intermarries	intermarried
intermediate	intermediated	intermediates	intermediated
intermingle	intermingled	intermingles	intermingled
intermit	intermitted	intermits	intermitted
intermix	intermixed	intermixes	intermixed
intern	interned	interns	interned
internalize	internalized	internalizes	internalized
internationalize	internationalized	internationalizes	internationalized
interpellate	interpellated	interpellates	interpellated
interpolate	interpolated	interpolates	interpolated
interpose	interposed	interposes	interposed
interpret	interpreted	interprets	interpreted
interrelate	interrelated	interrelates	interrelated
interrogate	interrogated	interrogates	interrogated
interrupt	interrupted	interrupts	interrupted
intersect	intersected	intersects	intersected
intersperse	interspersed	intersperses	interspersed
intertwine	intertwined	intertwines	intertwined
intervene	intervened	intervenes	intervened
interview	interviewed	interviews	interviewed
interweave	interwove	interweaves	interwove
intimate	intimated	intimates	intimated
intimidate	intimidated	intimidates	intimidated
intone	intoned	intones	intoned
intoxicate	intoxicated	intoxicates	intoxicated
intrigue	intrigued	intrigues	intrigued
introduce	introduced	introduces	introduced
introspect	introspected	introspects	introspected
introvert	introverted	introverts	introverted
intrude	intruded	intrudes	intruded
intuit	intuited	intuits	intuited
intumesce	intumesced	intumesces	intumesced
inundate	inundated	inundates	inundated
invade	invaded	invades	invaded
invalidate	invalidated	invalidates	invalidated
invent	invented	invents	invented
inventory	inventoried	inventories	inventoried
invert	inverted	inverts	inverted
invest	invested	invests	invested
investigate	investigated	investigates	investigated
invigilate	invigilated	invigilates	invigilated
invigorate	invigorated	invigorates	invigorated
invite	invited	invites	invited
invoice	invoiced	invoices	invoiced
invoke	invoked	invokes	invoked
involve	involved	involves	involved
iodize	iodized	iodizes	iodized
ionize	ionized	ionizes	ionized
irk	irked	irks	irked
iron	ironed	irons	ironed
irradiate	irradiated	irradiates	irradiated
irrigate	irrigated	irrigates	irrigated
irritate	irritated	irritates	irritated
isolate	isolated	isolates	isolated
issue	issued	issues	issued
italicize	italicized	italicizes	italicized
itch	itched	itches	itched
itemize	itemized	itemizes	itemized
iterate	iterated	iterates	iterated
itinerate	itinerated	itinerates	itinerated
jab	jabbed	jabs	jabbed
jabber	jabbered	jabbers	jabbered
jack-knife	jack-knifed	jack-knifes	jack-knifed
jag	jagged	jags	jagged
jail	jailed	jails	jailed
jam	jammed	jams	jammed
jangle	jangled	jangles	jangled
japan	japanned	japans	japanned
jar	jarred	jars	jarred
jaundice	jaundiced	jaundices	jaundiced
jaunt	jaunted	jaunts	jaunted
jaw	jawed	jaws	jawed
jaywalk	jaywalked	jaywalks	jaywalked
jazz	jazzed	jazzes	jazzed
jeer	jeered	jeers	jeered
jelly	jellied	jellies	jellied
jemmy	jemmied	jemmies	jemmied
jeopardize	jeopardized	jeopardizes	jeopardized
jerk	jerked	jerks	jerked
jerry-build	jerry-built	jerry-builds	jerry-built
jest	jested	jests	jested
jet	jetted	jets	jetted
jettison	jettisoned	jettisons	jettisoned
jewel	jewelled	jewels	jewelled
jib	jibbed	jibs	jibbed
jig	jigged	jigs	jigged
jiggle	jiggled	jiggles	jiggled
jilt	jilted	jilts	jilted
jimmy	jimmied	jimmies	jimmied
jingle	jingled	jingles	jingled
jinx	jinxed	jinxes	jinxed
jive	jived	jives	jived
job	jobbed	jobs	jobbed
jockey	jockeyed	jockeys	jockeyed
jog	jogged	jogs	jogged
joggle	joggled	joggles	joggled
join	joined	joins	joined
joint	jointed	joints	jointed
joke	joked	jokes	joked
jollify	jollified	jollifies	jollified
jolly	jollied	jollies	jollied
jolt	jolted	jolts	jolted
josh	joshed	joshes	joshed
jostle	jostled	jostles	jostled
jot	jotted	jots	jotted
journey	journeyed	journeys	journeyed
joust	jousted	jousts	jousted
jubilate	jubilated	jubilates	jubilated
judder	juddered	judders	juddered
judge	judged	judges	judged
jug	jugged	jugs	jugged
juggle	juggled	juggles	juggled
juice	juiced	juices	juiced
jumble	jumbled	jumbles	jumbled
jump	jumped	jumps	jumped
junk	junked	junks	junked
junket	junketed	junkets	junketed
justify	justified	justifies	justified
juxtapose	juxtaposed	juxtaposes	juxtaposed
keelhaul	keelhauled	keelhauls	keelhauled
keen	keened	keens	keened
keep	kept	keeps	kept
ken	kenned	kens	kenned
kennel	kennelled	kennels	kennelled
key	keyed	keys	keyed
keyboard	keyboarded	keyboards	keyboarded
keynote	keynoted	keynotes	keynoted
kick	kicked	kicks	kicked
kid	kidded	kids	kidded
kidnap	kidnapped	kidnaps	kidnapped
kill	killed	kills	killed
kindle	kindled	kindles	kindled
kink	kinked	kinks	kinked
kip	kipped	kips	kipped
kiss	kissed	kisses	kissed
knap	knapped	knaps	knapped
knead	kneaded	kneads	kneaded
knee	kneed	knees	kneed
kneecap	kneecapped	kneecaps	kneecapped
kneel	knelt	kneels	knelt
knife	knifed	knifes	knifed
knight	knighted	knights	knighted
knit	knitted	knits	knitted
knock	knocked	knocks	knocked
knot	knotted	knots	knotted
know	knew	knows	knew
KO	KO'd	KO's	KO'd
kotow	kotowed	kotows	kotowed
kowtow	kowtowed	kowtows	kowtowed
label	labelled	labels	labelled
labour	laboured	labours	laboured
lace	laced	laces	laced
lacerate	lacerated	lacerates	lacerated
lack	lacked	lacks	lacked
lacquer	lacquered	lacquers	lacquered
lactate	lactated	lactates	lactated
ladder	laddered	ladders	laddered
lade	laded	lades	laded
ladle	ladled	ladles	ladled
lag	lagged	lags	lagged
laicize	laicized	laicizes	laicized
lam	lammed	lams	lammed
lamb	lambed	lambs	lambed
lambast	lambasted	lambasts	lambasted
lambaste	lambasted	lambastes	lambasted
lame	lamed	lames	lamed
lament	lamented	laments	lamented
laminate	laminated	laminates	laminated
lampoon	lampooned	lampoons	lampooned
lance	lanced	lances	lanced
land	landed	lands	landed
landscape	landscaped	landscapes	landscaped
languish	languished	languishes	languished
lap	lapped	laps	lapped
lapse	lapsed	lapses	lapsed
lard	larded	lards	larded
larrup	larruped	larrups	larruped
lash	lashed	lashes	lashed
lasso	lassoed	lassoes	lassoed
last	lasted	lasts	lasted
latch	latched	latches	latched
lather	lathered	lathers	lathered
latinize	latinized	latinizes	latinized
laud	lauded	lauds	lauded
laugh	laughed	laughs	laughed
launch	launched	launches	launched
launder	laundered	launders	laundered
lave	laved	laves	laved
lay	laid	lays	laid
layer	layered	layers	layered
laze	lazed	lazes	lazed
leach	leached	leaches	leached
lead	led	leads	led
leaf	leafed	leafs	leafed
league	leagued	leagues	leagued
leak	leaked	leaks	leaked
lean	leaned	leans	leaned
leap	leapt	leaps	leapt
leap-frog	leap-frogged	leap-frogs	leap-frogged
learn	learned	learns	learned
lease	leased	leases	leased
leather	leathered	leathers	leathered
leave	left	leaves	left
leaven	leavened	leavens	leavened
lech	leched	leches	leched
lecture	lectured	lectures	lectured
leer	leered	leers	leered
leg	legged	legs	legged
legalize	legalized	legalizes	legalized
legislate	legislated	legislates	legislated
legitimatize	legitimatized	legitimatizes	legitimatized
legitimize	legitimized	legitimizes	legitimized
lend	lent	lends	lent
lengthen	lengthened	lengthens	lengthened
lessen	lessened	lessens	lessened
let	let	lets	let
letter	lettered	letters	lettered
leucotomize	leucotomized	leucotomizes	leucotomized
levant	levanted	levants	levanted
level	levelled	levels	levelled
lever	levered	levers	levered
levitate	levitated	levitates	levitated
levy	levied	levies	levied
liaise	liaised	liaises	liaised
libel	libelled	libels	libelled
liberalize	liberalized	liberalizes	liberalized
liberate	liberated	liberates	liberated
license	licensed	licenses	licensed
lick	licked	licks	licked
lie	lay	lies	lay
lie	lied	lies	lied
lift	lifted	lifts	lifted
ligate	ligated	ligates	ligated
light	lit	lights	lit
light	lit	lights	lit
lighten	lightened	lightens	lightened
lighter	lightered	lighters	lightered
like	liked	likes	liked
lilt	lilted	lilts	lilted
limber	limbered	limbers	limbered
lime	limed	limes	limed
limit	limited	limits	limited
limn	limned	limns	limned
limp	limped	limps	limped
line	lined	lines	lined
linger	lingered	lingers	lingered
link	linked	links	linked
lionize	lionized	lionizes	lionized
lip-read	lip-read	lip-reads	lip-read
liquefy	liquefied	liquefies	liquefied
liquesce	liquesced	liquesces	liquesced
liquidate	liquidated	liquidates	liquidated
liquidize	liquidized	liquidizes	liquidized
lisp	lisped	lisps	lisped
list	listed	lists	listed
list	listed	lists	listed
listen	listened	listens	listened
lithograph	lithographed	lithographs	lithographed
litigate	litigated	litigates	litigated
litter	littered	litters	littered
live	lived	lives	lived
load	loaded	loads	loaded
loaf	loafed	loafs	loafed
loan	loaned	loans	loaned
loathe	loathed	loathes	loathed
lob	lobbed	lobs	lobbed
lobby	lobbied	lobbies	lobbied
localize	localized	localizes	localized
locate	located	locates	located
lock	locked	locks	locked
lodge	lodged	lodges	lodged
loft	lofted	lofts	lofted
log	logged	logs	logged
loiter	loitered	loiters	loitered
loll	lolled	lolls	lolled
lollop	lolloped	lollops	lolloped
long	longed	longs	longed
look	looked	looks	looked
loom	loomed	looms	loomed
loop	looped	loops	looped
loose	loosed	looses	loosed
loosen	loosened	loosens	loosened
loot	looted	loots	looted
lop	lopped	lops	lopped
lope	loped	lopes	loped
lose	lost	loses	lost
lounge	lounged	lounges	lounged
lour	loured	lours	loured
love	loved	loves	loved
low	lowed	lows	lowed
lower	lowered	lowers	lowered
lubricate	lubricated	lubricates	lubricated
luff	luffed	luffs	luffed
lug	lugged	lugs	lugged
lull	lulled	lulls	lulled
lumber	lumbered	lumbers	lumbered
lump	lumped	lumps	lumped
lunch	lunched	lunches	lunched
lunge	lunged	lunges	lunged
lurch	lurched	lurches	lurched
lure	lured	lures	lured
lurk	lurked	lurks	lurked
lute	luted	lutes	luted
lynch	lynched	lynches	lynched
macadamize	macadamized	macadamizes	macadamized
macerate	macerated	macerates	macerated
machinate	machinated	machinates	machinated
machine	machined	machines	machined
madden	maddened	maddens	maddened
maffick	mafficked	mafficks	mafficked
magnetize	magnetized	magnetizes	magnetized
magnify	magnified	magnifies	magnified
mail	mailed	mails	mailed
maim	maimed	maims	maimed
mainline	mainlined	mainlines	mainlined
maintain	maintained	maintains	maintained
make	made	makes	made
malfunction	malfunctioned	malfunctions	malfunctioned
malign	maligned	maligns	maligned
malinger	malingered	malingers	malingered
malt	malted	malts	malted
maltreat	maltreated	maltreats	maltreated
man	manned	mans	manned
manacle	manacled	manacles	manacled
manage	managed	manages	managed
mandate	mandated	mandates	mandated
mangle	mangled	mangles	mangled
mangle	mangled	mangles	mangled
manhandle	manhandled	manhandles	manhandled
manicure	manicured	manicures	manicured
manifest	manifested	manifests	manifested
manifold	manifolded	manifolds	manifolded
manipulate	manipulated	manipulates	manipulated
manoeuvre	manoeuvred	manoeuvres	manoeuvred
mantle	mantled	mantles	mantled
manufacture	manufactured	manufactures	manufactured
manumit	manumitted	manumits	manumitted
manure	manured	manures	manured
map	mapped	maps	mapped
mar	marred	mars	marred
maraud	marauded	marauds	marauded
march	marched	marches	marched
marinade	marinaded	marinades	marinaded
marinate	marinated	marinates	marinated
mark	marked	marks	marked
market	marketed	markets	marketed
maroon	marooned	maroons	marooned
marry	married	marries	married
marshal	marshalled	marshals	marshalled
martyr	martyred	martyrs	martyred
marvel	marvelled	marvels	marvelled
mash	mashed	mashes	mashed
mask	masked	masks	masked
masquerade	masqueraded	masquerades	masqueraded
mass	massed	masses	massed
massacre	massacred	massacres	massacred
massage	massaged	massages	massaged
mass-produce	mass-produced	mass-produces	mass-produced
master	mastered	masters	mastered
mastermind	masterminded	masterminds	masterminded
masticate	masticated	masticates	masticated
masturbate	masturbated	masturbates	masturbated
mat	matted	mats	matted
match	matched	matches	matched
mate	mated	mates	mated
materialize	materialized	materializes	materialized
matriculate	matriculated	matriculates	matriculated
matter	mattered	matters	mattered
maturate	maturated	maturates	maturated
mature	matured	matures	matured
maul	mauled	mauls	mauled
maunder	maundered	maunders	maundered
maximize	maximized	maximizes	maximized
may	might	may	might
mean	meant	means	meant
meander	meandered	meanders	meandered
measure	measured	measures	measured
mechanize	mechanized	mechanizes	mechanized
meddle	meddled	meddles	meddled
mediate	mediated	mediates	mediated
medicate	medicated	medicates	medicated
meditate	meditated	meditates	meditated
meet	met	meets	met
meld	melded	melds	melded
meliorate	meliorated	meliorates	meliorated
mellow	mellowed	mellows	mellowed
melt	melted	melts	melted
memorialize	memorialized	memorializes	memorialized
memorize	memorized	memorizes	memorized
menace	menaced	menaces	menaced
mend	mended	mends	mended
menstruate	menstruated	menstruates	menstruated
mention	mentioned	mentions	mentioned
mercerize	mercerized	mercerizes	mercerized
merchandise	merchandised	merchandises	merchandised
merge	merged	merges	merged
merit	merited	merits	merited
mesh	meshed	meshes	meshed
mesmerize	mesmerized	mesmerizes	mesmerized
mess	messed	messes	messed
metabolize	metabolized	metabolizes	metabolized
metal	metalled	metals	metalled
metamorphose	metamorphosed	metamorphoses	metamorphosed
methylate	methylated	methylates	methylated
metricate	metricated	metricates	metricated
metricize	metricized	metricizes	metricized
mew	mewed	mews	mewed
miaou	miaoued	miaous	miaoued
miaow	miaowed	miaows	miaowed
microfilm	microfilmed	microfilms	microfilmed
middle	middled	middles	middled
miff	miffed	miffs	miffed
migrate	migrated	migrates	migrated
mildew	mildewed	mildews	mildewed
militarize	militarized	militarizes	militarized
