Present_Transcription	Past_Transcription
k.ʌ.n.s.t.ɹ.eɪ.n	k.ʌ.n.s.t.ɹ.eɪ.n.d
k.ɹ.i.m	k.ɹ.i.m.d
d.ɔ.n.t	d.ɔ.n.t.ɪ.d
d.ɪ.s.p.ɛ.ɹ	d.ɪ.s.p.ɛ.ɹ.d
d.ʌ.m.ɛ.s.t.ʌ.k.eɪ.t	d.ʌ.m.ɛ.s.t.ʌ.k.eɪ.t.ʌ.d
ɪ.n.ʃ.ʊ.ɹ	ɪ.n.ʃ.ʊ.ɹ.d
l.æ.p	l.æ.p.t
m.ʌ.s.ɑ.ʒ	m.ʌ.s.ɑ.ʒ.d
p.ɪ.n.p.ɔɪ.n.t	p.ɪ.n.p.ɔɪ.n.t.ɪ.d
p.l.aɪ	p.l.aɪ.d
ɹ.i.t.ɔ.ɹ.t	ɹ.i.t.ɔ.ɹ.t.ɪ.d
s.ʌ.l.k	s.ʌ.l.k.t
s.ɚ.f.ʌ.s	s.ɚ.f.ɪ.s.t
v.ɔ.l.t	v.ɔ.l.t.ɪ.d
ʌ.n.ɔɪ.n.t	ʌ.n.ɔɪ.n.t.ɪ.d
b.æ.s.k	b.æ.s.k.t
b.l.æ.k.m.eɪ.l	b.l.æ.k.m.eɪ.l.d
ɪ.g.z.æ.s.ɚ.b.eɪ.t	ɪ.g.z.æ.s.ɚ.b.eɪ.t.ʌ.d
g.ɹ.ɪ.m.ʌ.s	g.ɹ.ɪ.m.ʌ.s.t
ɪ.m.p.ɹ.ɪ.n.t	ɪ.m.p.ɹ.ɪ.n.t.ɪ.d
ɪ.n.t.ɚ.l.ɑ.k	ɪ.n.t.ɚ.l.ɑ.k.d
ɔɪ.l	ɔɪ.l.d
oʊ.v.ɚ.l.oʊ.d	oʊ.v.ɚ.l.oʊ.d.ɪ.d
p.ʌ.ŋ.k.tʃ.u.eɪ.t	p.ʌ.ŋ.k.tʃ.u.eɪ.t.ɪ.d
ɹ.ɪ.k.l.aɪ.n	ɹ.ɪ.k.l.aɪ.n.d
s.k.ɹ.u.t.ʌ.n.aɪ.z	s.k.ɹ.u.t.ʌ.n.aɪ.z.d
w.æ.g	w.æ.g.d
k.ʌ.n.d.oʊ.n	k.ʌ.n.d.oʊ.n.d
d.ɹ.ɑ.m.ʌ.t.aɪ.z	d.ɹ.æ.m.ʌ.t.aɪ.z.d
f.eɪ.n	f.eɪ.n.d
f.ɔ.n.d.ʌ.l	f.ɔ.n.d.ʌ.l.d
dʒ.ɛ.p.ɚ.d.aɪ.z	dʒ.ɛ.p.ɚ.d.aɪ.z.d
m.aɪ.n	m.aɪ.n.d
m.j.u.t.ʌ.l.eɪ.t	m.j.u.t.ʌ.l.eɪ.t.ʌ.d
u.z	u.z.d
p.ɹ.ɑ.f.ɚ	p.ɹ.ɑ.f.ɚ.d
ɹ.i.dʒ.ɔɪ.n	ɹ.i.dʒ.ɔɪ.n.d
ɹ.ɛ.v.ʌ.l.u.ʃ.ʌ.n.aɪ.z	ɹ.ɛ.v.ʌ.l.u.ʃ.ʌ.n.aɪ.z.d
ɹ.i.ɹ.aɪ.t	ɹ.i.ɹ.oʊ.t
v.ɛ.ɹ.ʌ.f.aɪ	v.ɛ.ɹ.ʌ.f.aɪ.d
v.aɪ	v.aɪ.d
ɔ.g.m.ɛ.n.t	ɑ.g.m.ɛ.n.t.ʌ.d
b.æ.ʃ	b.æ.ʃ.t
b.l.ʌ.n.d.ɚ	b.l.ʌ.n.d.ɚ.d
b.ɹ.ɛ.s.t.f.i.d	b.ɹ.ɛ.s.t.f.ɛ.d
k.ɑ.n.dʒ.ɚ	k.ɑ.n.dʒ.ɚ.d
d.ɛ.v.ʌ.s.t.eɪ.t	d.ɛ.v.ʌ.s.t.eɪ.t.ʌ.d
h.ɛ.ɹ.ʌ.l.d	h.ɛ.ɹ.ʌ.l.d.ɪ.d
dʒ.ɪ.ɹ	dʒ.ɪ.ɹ.d
n.u.t.ɹ.ʌ.l.aɪ.z	n.u.t.ɹ.ʌ.l.aɪ.z.d
p.ɛ.t.ɹ.ʌ.f.aɪ	p.ɛ.t.ɹ.ʌ.f.aɪ.d
p.ɹ.aɪ.z	p.ɹ.aɪ.z.d
ɹ.i.s.t.ɹ.ʌ.k.tʃ.ɚ	ɹ.i.s.t.ɹ.ʌ.k.tʃ.ɚ.d
ɹ.ɪ.v.ɪ.ɹ	ɹ.ɪ.v.ɪ.ɹ.d
ɹ.ɪ.d.ʌ.l	ɹ.ɪ.d.ʌ.l.d
s.k.ʌ.t.ʌ.l	s.k.ʌ.t.ʌ.l.d
t.eɪ.p.ɚ	t.eɪ.p.ɚ.d
t.oʊ	t.oʊ.d
w.ɚ.s.ʌ.n	w.ɚ.s.ʌ.n.d
b.æ.n.d.ɪ.dʒ	b.æ.n.d.ʌ.dʒ.d
k.æ.m.ʌ.f.l.ɑ.ʒ	k.æ.m.ʌ.f.l.ɑ.ʒ.d
tʃ.ɑ.ɹ.t.ɚ	tʃ.ɑ.ɹ.t.ɚ.d
d.aɪ.v.ɚ.s.ʌ.f.aɪ	d.aɪ.v.ɚ.s.ʌ.f.aɪ.d
f.l.ɚ.t	f.l.ɚ.t.ɪ.d
g.eɪ.dʒ	g.eɪ.dʒ.d
ɪ.m.p.ɹ.ʌ.v.aɪ.z	ɪ.m.p.ɹ.ʌ.v.aɪ.z.d
m.æ.s	m.æ.s.t
m.æ.s.t.ɚ.b.eɪ.t	m.æ.s.t.ɚ.b.eɪ.t.ɪ.d
m.ɪ.n.s	m.ɪ.n.s.t
ʌ.b.s.t.ɹ.ʌ.k.t	ʌ.b.s.t.ɹ.ʌ.k.t.ɪ.d
p.ɪ.s	p.ɪ.s.t
t.æ.t.u	t.æ.t.u.d
w.u.p	w.u.p.t
ʌ.b.s.t.eɪ.n	ʌ.b.s.t.eɪ.n.d
b.ɪ.f.ɔ.l	b.ɪ.f.ɛ.l
k.ʌ.d.ʌ.l	k.ʌ.d.ʌ.l.d
d.ɪ.m.ɔ.ɹ.ʌ.l.aɪ.z	d.ɪ.m.ɔ.ɹ.ʌ.l.aɪ.z.d
f.i.s.t	f.i.s.t.ɪ.d
h.ʌ.s.ʌ.l	h.ʌ.s.ʌ.l.d
l.u.t	l.u.t.ʌ.d
m.eɪ.l	m.eɪ.l.d
p.aʊ.ɚ	p.aʊ.ɚ.d
ɹ.æ.k	ɹ.æ.k.t
s.p.æ.n	s.p.æ.n.d
t.oʊ.s.t	t.oʊ.s.t.ɪ.d
ʌ.n.l.i.ʃ	ʌ.n.l.i.ʃ.t
v.ɔɪ.s	v.ɔɪ.s.t
ʌ.s.æ.s.ʌ.n.eɪ.t	ʌ.s.æ.s.ʌ.n.eɪ.t.ʌ.d
b.l.u.m	b.l.u.m.d
ɛ.n.k.eɪ.s	ɛ.n.k.eɪ.s.t
ɪ.n.t.aɪ.s	ɪ.n.t.aɪ.s.t
h.aɪ.k	h.aɪ.k.t
h.ɑ.l.ɚ	h.ɑ.l.ɚ.d
ɪ.n.s.k.ɹ.aɪ.b	ɪ.n.s.k.ɹ.aɪ.b.d
m.æ.p	m.æ.p.t
p.i.p	p.i.p.t
p.ɹ.ʌ.f.ɛ.s	p.ɹ.ʌ.f.ɛ.s.t
p.ɚ.s	p.ɚ.s.t
ɹ.i.k.æ.p.tʃ.ɚ	ɹ.i.k.æ.p.tʃ.ɚ.d
s.æ.d.ʌ.l	s.æ.d.ʌ.l.d
s.ɚ.v.ʌ.s	s.ɚ.v.ɪ.s.t
s.p.eɪ.s	s.p.eɪ.s.t
s.ʌ.p.l.æ.n.t	s.ʌ.p.l.æ.n.t.ʌ.d
ɑ.ɹ.t.ɪ.k.j.ʌ.l.eɪ.t	ɑ.ɹ.t.ɪ.k.j.ʌ.l.eɪ.t.ʌ.d
b.ɹ.ɪ.dʒ	b.ɹ.ɪ.dʒ.d
s.ɛ.n.s.ɚ	s.ɛ.n.s.ɚ.d
k.l.æ.s	k.l.æ.s.t
k.ɑ.m.p.l.ʌ.m.ʌ.n.t	k.ɑ.m.p.l.ʌ.m.ɛ.n.t.ɪ.d
k.ɚ.t.eɪ.l	k.ɚ.t.eɪ.l.d
d.ɹ.ɪ.b.ʌ.l	d.ɹ.ɪ.b.ʌ.l.d
g.æ.m.b.ʌ.l	g.æ.m.b.ʌ.l.d
g.ɑ.b.ʌ.l	g.ɑ.b.ʌ.l.d
m.ɛ.m.ɚ.aɪ.z	m.ɛ.m.ɚ.aɪ.z.d
m.ɛ.ɹ.ʌ.t	m.ɛ.ɹ.ɪ.t.ɪ.d
m.ɪ.t.ʌ.g.eɪ.t	m.ɪ.t.ʌ.g.eɪ.t.ɪ.d
p.ɚ.s.ʌ.k.j.u.t	p.ɚ.s.ʌ.k.j.u.t.ʌ.d
p.l.ɑ.d	p.l.ɑ.d.ʌ.d
ɹ.aɪ.p.ʌ.n	ɹ.aɪ.p.ʌ.n.d
s.k.eɪ.l	s.k.eɪ.l.d
s.k.ɹ.æ.p	s.k.ɹ.æ.p.t
ʃ.ɹ.ɛ.d	ʃ.ɹ.ɛ.d.ʌ.d
s.t.ʌ.n.t	s.t.ʌ.n.t.ɪ.d
t.æ.g	t.æ.g.d
t.eɪ.p	t.eɪ.p.t
t.ɛ.ɹ.ʌ.s	t.ɛ.ɹ.ʌ.s.t
t.ɛ.ð.ɚ	t.ɛ.ð.ɚ.d
k.æ.p	k.æ.p.t
k.ɹ.u.s.ʌ.f.aɪ	k.ɹ.u.s.ʌ.f.aɪ.d
f.ɔ.ɹ.s.t.ɔ.l	f.ɔ.ɹ.s.t.ɑ.l.d
ɪ.n.t.oʊ.n	ɪ.n.t.oʊ.n.d
l.æ.g	l.æ.g.d
l.i.tʃ	l.i.tʃ.t
m.aɪ.g.ɹ.eɪ.t	m.aɪ.g.ɹ.eɪ.t.ɪ.d
p.ɛ.ɹ.ʌ.l.ɛ.l	p.ɛ.ɹ.ʌ.l.ɛ.l.d
ɹ.ʌ.m.p.ʌ.l	ɹ.ʌ.m.p.ʌ.l.d
s.æ.ŋ.k.ʃ.ʌ.n	s.æ.ŋ.k.ʃ.ʌ.n.d
s.ɔ	s.ɔ.d
s.p.ɚ	s.p.ɚ.d
s.ʌ.b.m.ɚ.dʒ	s.ʌ.b.m.ɚ.dʒ.d
ɔ.t.ʌ.m.eɪ.t	ɔ.t.ʌ.m.eɪ.t.ɪ.d
b.ɹ.aʊ.n	b.ɹ.aʊ.n.d
d.ɪ.d.ʌ.k.t	d.ɪ.d.ʌ.k.t.ɪ.d
d.ɪ.s.l.ɑ.dʒ	d.ɪ.s.l.ɑ.dʒ.d
ɛ.n.dʒ.ɛ.n.d.ɚ	ɛ.n.dʒ.ɛ.n.d.ɚ.d
ɪ.g.z.ɔ.ɹ.t	ɪ.g.z.ɔ.ɹ.t.ɪ.d
ɛ.g.z.aɪ.l	ɛ.g.z.aɪ.l.d
g.ʌ.t	g.ʌ.t.ɪ.d
ɪ.m.p.l.æ.n.t	ɪ.m.p.l.æ.n.t.ɪ.d
n.ʌ.m	n.ʌ.m.d
ɹ.i.ɔ.ɹ.g.ʌ.n.aɪ.z	ɹ.i.ɔ.ɹ.g.ʌ.n.aɪ.z.d
s.k.ɔ.ɹ.tʃ	s.k.ɔ.ɹ.tʃ.t
s.ɪ.n	s.ɪ.n.d
s.p.ɑ.ɹ.k	s.p.ɑ.ɹ.k.t
ʌ.k.w.ɪ.t	ʌ.k.w.ɪ.t.ɪ.d
k.æ.p.ʌ.t.ʌ.l.aɪ.z	k.æ.p.ɪ.t.ʌ.l.aɪ.z.d
ɪ.dʒ.ɛ.k.t	ɪ.dʒ.ɛ.k.t.ɪ.d
ɪ.m.æ.n.s.ʌ.p.eɪ.t	ɪ.m.æ.n.s.ʌ.p.eɪ.t.ɪ.d
ɪ.n.g.ɹ.oʊ.s	ɪ.n.g.ɹ.oʊ.s.t
ɪ.v.æ.k.j.ʌ.eɪ.t	ɪ.v.æ.k.j.ʌ.w.eɪ.t.ɪ.d
f.ʊ.t	f.ʊ.t.ɪ.d
g.l.aʊ.ɚ	g.l.aʊ.ɚ.d
ɪ.m.p.l.ɔ.ɹ	ɪ.m.p.l.ɔ.ɹ.d
l.u.p	l.u.p.t
p.ɚ.s.ʌ.v.ɪ.ɹ	p.ɚ.s.ʌ.v.ɪ.ɹ.d
p.ɹ.ɪ.d.ɑ.m.ʌ.n.eɪ.t	p.ɹ.ɪ.d.ɑ.m.ʌ.n.eɪ.t.ɪ.d
ɹ.i.oʊ.p.ʌ.n	ɹ.i.oʊ.p.ʌ.n.d
ɹ.ɪ.d.ʌ.k.j.u.l	ɹ.ɪ.d.ʌ.k.j.u.l.d
s.ʌ.l.u.t	s.ʌ.l.u.t.ʌ.d
ʃ.æ.d.oʊ	ʃ.æ.d.oʊ.d
s.oʊ.ʃ.ʌ.l.aɪ.z	s.oʊ.ʃ.ʌ.l.aɪ.z.d
s.p.l.ɪ.n.t.ɚ	s.p.l.ɪ.n.t.ɚ.d
s.u.p.ɚ.s.i.d	s.u.p.ɚ.s.i.d.ʌ.d
t.aɪ.l	t.aɪ.l.d
t.ɹ.æ.n.s.p.aɪ.ɚ	t.ɹ.æ.n.s.p.aɪ.ɚ.d
b.ɛ.l.tʃ	b.ɛ.l.tʃ.t
b.ʌ.k	b.ʌ.k.t
b.ʌ.n.tʃ	b.ʌ.n.tʃ.t
k.l.ɛ.n.z	k.l.ɛ.n.z.d
d.ɪ.s.t.ɹ.ʌ.s.t	d.ɪ.s.t.ɹ.ʌ.s.t.ʌ.d
d.ɹ.ʌ.g	d.ɹ.ʌ.g.d
ɪ.n.f.l.eɪ.t	ɪ.n.f.l.eɪ.t.ɪ.d
dʒ.ʌ.m.b.ʌ.l	dʒ.ʌ.m.b.ʌ.l.d
l.ʌ.n.dʒ	l.ʌ.n.dʒ.d
m.j.u.z	m.j.u.z.d
f.ɹ.eɪ.z	f.ɹ.eɪ.z.d
p.ɹ.eɪ	p.ɹ.eɪ.d
ɹ.æ.m	ɹ.æ.m.d
s.æ.d.ʌ.n	s.æ.d.ʌ.n.d
s.k.ɪ.d	s.k.ɪ.d.ʌ.d
s.t.ʌ.d	s.t.ʌ.d.ɪ.d
t.ɹ.aɪ.ʌ.m.f	t.ɹ.aɪ.ʌ.m.f.t
ʌ.v.ɛ.n.dʒ	ʌ.v.ɛ.n.dʒ.d
b.ɹ.eɪ.k	b.ɹ.eɪ.k.t
d.ɪ.l.u.d	d.ɪ.l.u.d.ɪ.d
d.ɪ.n.oʊ.t	d.ɪ.n.oʊ.t.ʌ.d
d.ʌ.b	d.ʌ.b.d
ɛ.n.t.æ.ŋ.g.ʌ.l	ɛ.n.t.æ.ŋ.g.ʌ.l.d
ɪ.g.z.u.d	ɪ.g.z.u.d.ɪ.d
h.ɛ.dʒ	h.ɛ.dʒ.d
p.ɪ.k.ʌ.l	p.ɪ.k.ʌ.l.d
ɹ.ɛ.l.ʌ.g.eɪ.t	ɹ.ɛ.l.ʌ.g.eɪ.t.ɪ.d
ɹ.i.p.l.eɪ	ɹ.i.p.l.eɪ.d
s.k.ɔ.f	s.k.ɔ.f.t
s.n.i.z	s.n.i.z.d
t.ɔɪ.l	t.ɔɪ.l.d
t.oʊ.t.ʌ.l	t.oʊ.t.ʌ.l.d
t.w.ɚ.l	t.w.ɚ.l.d
w.ɔ.ɹ.ʌ.n.t	w.ɔ.ɹ.ʌ.n.t.ɪ.d
æ.ŋ.g.ʌ.l	æ.ŋ.g.ʌ.l.d
b.ɛ.d	b.ɛ.d.ɪ.d
s.ʌ.m.ɛ.n.t	s.ɪ.m.ɛ.n.t.ɪ.d
k.ʌ.m.ɛ.m.ɚ.eɪ.t	k.ʌ.m.ɛ.m.ɚ.eɪ.t.ɪ.d
k.ʌ.m.p.j.u.t.ɚ.aɪ.z	k.ʌ.m.p.j.u.t.ɚ.aɪ.z.d
k.ɑ.n	k.ɑ.n.d
d.ɪ.s.ʌ.b.eɪ	d.ɪ.s.oʊ.b.eɪ.d
ɪ.k.s.t.ɪ.ŋ.g.w.ɪ.ʃ	ɪ.k.s.t.ɪ.ŋ.g.w.ɪ.ʃ.t
f.l.æ.g	f.l.æ.g.d
g.ɹ.aʊ.n.d	g.ɹ.aʊ.n.d.ɪ.d
m.ɪ.ɹ.ɚ	m.ɪ.ɹ.ɚ.d
n.ɛ.s.ʌ.l	n.ɛ.s.ʌ.l.d
p.ɪ.t	p.ɪ.t.ʌ.d
p.aʊ.t	p.aʊ.t.ɪ.d
k.w.i.ɹ.i	k.w.ɪ.ɹ.i.d
ɹ.i.b.j.u.k	ɹ.ɪ.b.j.u.k.t
ɹ.oʊ	ɹ.oʊ.d
s.æ.m.p.ʌ.l	s.æ.m.p.ʌ.l.d
s.ɪ.k.ɹ.i.t	s.ʌ.k.ɹ.i.t.ʌ.d
ʃ.ʌ.n	ʃ.ʌ.n.d
s.k.ɪ.n	s.k.ɪ.n.d
s.k.w.ɑ.n.d.ɚ	s.k.w.ɑ.n.d.ɚ.d
s.ʌ.b.d.u	s.ʌ.b.d.u.d
ʌ.p.ɹ.u.t	ʌ.p.ɹ.u.t.ɪ.d
v.ɪ.ɹ	v.ɪ.ɹ.d
w.ɔ.ɹ.p	w.ɔ.ɹ.p.t
b.l.ɑ.s.ʌ.m	b.l.ɑ.s.ʌ.m.d
b.ɚ.d.ʌ.n	b.ɚ.d.ʌ.n.d
b.ʌ.s.t	b.ʌ.s.t.ɪ.d
b.ɪ.z.i	b.ɪ.z.i.d
k.eɪ.b.ʌ.l	k.eɪ.b.ʌ.l.d
k.æ.s.t.ɹ.eɪ.t	k.æ.s.t.ɹ.eɪ.t.ɪ.d
k.ɔɪ.n	k.ɔɪ.n.d
k.ɔ.ɹ.n.ɚ	k.ɔ.ɹ.n.ɚ.d
k.ɔ.ɹ.ʌ.l.eɪ.t	k.ɔ.ɹ.ʌ.l.eɪ.t.ʌ.d
d.ɪ.p.ɔ.ɹ.t	d.ɪ.p.ɔ.ɹ.t.ʌ.d
d.ɪ.m	d.ɪ.m.d
ɪ.l.ɔ.ŋ.g.eɪ.t	ɪ.l.ɔ.ŋ.g.eɪ.t.ʌ.d
ɪ.ɹ.æ.d.ʌ.k.eɪ.t	ɪ.ɹ.æ.d.ʌ.k.eɪ.t.ɪ.d
h.u.t	h.u.t.ɪ.d
aɪ.s	aɪ.s.t
ɪ.m.p.ɛ.l	ɪ.m.p.ɛ.l.d
ɪ.m.p.l.ɪ.k.eɪ.t	ɪ.m.p.l.ɪ.k.eɪ.t.ɪ.d
dʒ.oʊ.l.t	dʒ.oʊ.l.t.ɪ.d
aʊ.t.l.ɔ	aʊ.t.l.ɔ.d
p.ɑ.ɹ.tʃ	p.ɑ.ɹ.tʃ.t
p.ɑ.ɹ.d.ʌ.n	p.ɑ.ɹ.d.ʌ.n.d
ɹ.ɪ.v.oʊ.l.t	ɹ.ɪ.v.oʊ.l.t.ɪ.d
s.k.w.ɚ.t	s.k.w.ɚ.t.ʌ.d
s.t.oʊ	s.t.oʊ.d
s.ɚ.p.æ.s	s.ɚ.p.æ.s.t
t.ɪ.ŋ.k.ʌ.l	t.ɪ.ŋ.k.ʌ.l.d
w.aɪ.t.w.ɑ.ʃ	w.aɪ.t.w.ɑ.ʃ.t
tʃ.aɪ.m	tʃ.aɪ.m.d
k.ɑ.n.f.ʌ.s.k.eɪ.t	k.ɑ.n.f.ʌ.s.k.eɪ.t.ʌ.d
k.ʌ.n.t.ɔ.ɹ.t	k.ʌ.n.t.ɔ.ɹ.t.ʌ.d
d.æ.m.p.ʌ.n	d.æ.m.p.ʌ.n.d
ɛ.m.ʌ.g.ɹ.eɪ.t	ɛ.m.ʌ.g.ɹ.eɪ.t.ɪ.d
ɛ.n.t.ɹ.ʌ.n.s	ɪ.n.t.ɹ.æ.n.s.t
ɪ.k.s.ɛ.l	ɪ.k.s.ɛ.l.d
f.l.ɑ.k	f.l.ɑ.k.t
f.ɔ.ɹ.f.ɪ.t	f.ɔ.ɹ.f.ɪ.t.ɪ.d
dʒ.eɪ.l	dʒ.eɪ.l.d
l.ʌ.m.ɛ.n.t	l.ʌ.m.ɛ.n.t.ɪ.d
m.ɛ.k.ʌ.n.aɪ.z	m.ɛ.k.ʌ.n.aɪ.z.d
m.ʊ.ɹ	m.ʊ.ɹ.d
ɔ.ɹ.i.ɛ.n.t	ɔ.ɹ.i.ɛ.n.t.ʌ.d
p.ɛ.d.ʌ.l	p.ɛ.d.ʌ.l.d
p.ɛ.n.ʌ.l.aɪ.z	p.i.n.ʌ.l.aɪ.z.d
p.ɹ.oʊ.t.ɹ.æ.k.t	p.ɹ.oʊ.t.ɹ.æ.k.t.ɪ.d
s.t.ɛ.ɹ.i.oʊ.t.aɪ.p	s.t.ɛ.ɹ.i.oʊ.t.aɪ.p.t
b.ɪ.s.i.dʒ	b.ɪ.s.i.dʒ.d
b.ɹ.aʊ.z	b.ɹ.aʊ.z.d
k.ɹ.oʊ	k.ɹ.oʊ.d
ɪ.k.s.p.aʊ.n.d	ɪ.k.s.p.aʊ.n.d.ʌ.d
f.l.aʊ.n.d.ɚ	f.l.aʊ.n.d.ɚ.d
f.ɹ.æ.k.tʃ.ɚ	f.ɹ.æ.k.tʃ.ɚ.d
g.æ.g	g.æ.g.d
g.ɑ.ɹ.d.ʌ.n	g.ɑ.ɹ.d.ʌ.n.d
g.ʌ.ʃ	g.ʌ.ʃ.t
aɪ.d.i.ʌ.l.aɪ.z	aɪ.d.i.ʌ.l.aɪ.z.d
ɪ.n.d.aɪ.t	ɪ.n.d.aɪ.t.ɪ.d
m.i.d.i.eɪ.t	m.i.d.i.eɪ.t.ɪ.d
p.j.ʊ.ɹ.ʌ.f.aɪ	p.j.ʊ.ɹ.ʌ.f.aɪ.d
ɹ.æ.v.ɪ.dʒ	ɹ.æ.v.ɪ.dʒ.d
ɹ.i.l.eɪ	ɹ.i.l.eɪ.d
ɹ.i.t.ɹ.æ.k.t	ɹ.i.t.ɹ.æ.k.t.ʌ.d
θ.ɔ	θ.ɔ.d
t.ɹ.æ.v.ɚ.s	t.ɹ.æ.v.ɚ.s.t
w.ɪ.l.t	w.ɪ.l.t.ɪ.d
b.ɹ.æ.n.tʃ	b.ɹ.æ.n.tʃ.t
d.ɪ.dʒ.ɛ.n.ɚ.ʌ.t	d.ɪ.dʒ.ɛ.n.ɚ.eɪ.t.ɪ.d
d.ɪ.s.t.ɪ.l	d.ɪ.s.t.ɪ.l.d
ɛ.tʃ	ɛ.tʃ.t
f.aʊ.l	f.aʊ.l.d
m.ɔ.l	m.ɔ.l.d
m.ɪ.s.t.ʌ.f.aɪ	m.ɪ.s.t.ʌ.f.aɪ.d
n.ɔ.z.i.eɪ.t	n.ɔ.z.i.eɪ.t.ʌ.d
oʊ.v.ɚ.ɹ.aɪ.d	oʊ.v.ɚ.ɹ.oʊ.d
p.ɚ.m.i.eɪ.t	p.ɚ.m.i.eɪ.t.ɪ.d
p.ɪ.k.ɪ.t	p.ɪ.k.ʌ.t.ɪ.d
p.ɪ.t.i	p.ɪ.t.i.d
ɹ.ɛ.m.ʌ.d.i	ɹ.ɛ.m.ʌ.d.i.d
ɹ.ʌ.s.t	ɹ.ʌ.s.t.ʌ.d
s.ɚ.m.aʊ.n.t	s.ɚ.m.aʊ.n.t.ɪ.d
b.eɪ.l	b.eɪ.l.d
b.ɹ.æ.n.d	b.ɹ.æ.n.d.ɪ.d
k.ɑ.ɹ.t	k.ɑ.ɹ.t.ɪ.d
k.l.ɑ.t	k.l.ɑ.t.ʌ.d
g.l.u	g.l.u.d
h.ɪ.n.dʒ	h.ɪ.n.dʒ.d
oʊ.v.ɚ.ʃ.æ.d.oʊ	oʊ.v.ɚ.ʃ.æ.d.oʊ.d
ɹ.i.d.ɪ.s.t.ɹ.ɪ.b.j.u.t	ɹ.i.d.ɪ.s.t.ɹ.ɪ.b.j.u.t.ɪ.d
ɹ.i.l.ɪ.v	ɹ.i.l.ɪ.v.d
ɹ.ɪ.p.i.l	ɹ.ɪ.p.i.l.d
ɹ.i.p.j.u.d.i.eɪ.t	ɹ.i.p.j.u.d.i.eɪ.t.ʌ.d
ʃ.oʊ.l.d.ɚ	ʃ.oʊ.l.d.ɚ.d
t.ɹ.æ.m.p	t.ɹ.æ.m.p.t
t.ɹ.u.p	t.ɹ.u.p.t
t.ɹ.ʌ.n.d.ʌ.l	t.ɹ.ʌ.n.d.ʌ.l.d
ʌ.n.v.eɪ.l	ʌ.n.v.eɪ.l.d
w.ɑ.l.oʊ	w.ɑ.l.oʊ.d
æ.p.ɹ.ɪ.h.ɛ.n.d	æ.p.ɹ.ɪ.h.ɛ.n.d.ʌ.d
ʌ.p.ɹ.oʊ.p.ɹ.i.ʌ.t	ʌ.p.ɹ.oʊ.p.ɹ.i.eɪ.t.ɪ.d
k.ɑ.n.f.aʊ.n.d	k.ʌ.n.f.aʊ.n.d.ɪ.d
d.ɪ.s.aɪ.f.ɚ	d.ɪ.s.aɪ.f.ɚ.d
d.ɪ.s.ʌ.p.ɔɪ.n.t	d.ɪ.s.ʌ.p.ɔɪ.n.t.ɪ.d
ɪ.l.æ.p.s	ɪ.l.æ.p.s.t
ɛ.ɹ	ɛ.ɹ.d
f.ɛ.ɹ	f.ɛ.ɹ.d
f.ɚ.m.ɛ.n.t	f.ɚ.m.ɛ.n.t.ʌ.d
f.ɹ.eɪ	f.ɹ.eɪ.d
g.ɑ.l.f	g.ɑ.l.f.t
ɪ.n.t.ɚ.s.p.ɚ.s	ɪ.n.t.ɚ.s.p.ɚ.s.t
p.ɛ.g	p.ɛ.g.d
s.k.æ.m.p.ɚ	s.k.æ.m.p.ɚ.d
s.ɪ.n.θ.ʌ.s.aɪ.z	s.ɪ.n.θ.ɪ.s.aɪ.z.d
t.ɹ.æ.n.s.p.l.æ.n.t	t.ɹ.æ.n.s.p.l.æ.n.t.ɪ.d
ʌ.s.eɪ.l	ʌ.s.eɪ.l.d
b.oʊ.l.s.t.ɚ	b.oʊ.l.s.t.ɚ.d
b.ɔɪ.k.ɑ.t	b.ɔɪ.k.ɑ.t.ɪ.d
b.ɹ.eɪ.d	b.ɹ.eɪ.d.ɪ.d
k.ʌ.m.j.u.t	k.ʌ.m.j.u.t.ɪ.d
k.ɔ.ɹ.ʌ.g.eɪ.t	k.ɔ.ɹ.ʌ.g.eɪ.t.ʌ.d
d.æ.m.p	d.æ.m.p.t
f.l.ɔ.n.t	f.l.ɔ.n.t.ɪ.d
l.ʌ.l	l.ʌ.l.d
p.ɛ.ɹ	p.ɛ.ɹ.d
p.ɚ.v.ɚ.t	p.ɚ.v.ɚ.t.ɪ.d
p.ɑ.k.ʌ.t	p.ɑ.k.ʌ.t.ɪ.d
ɹ.ɛ.k.ʌ.l.ɛ.k.t	ɹ.ɛ.k.ʌ.l.ɛ.k.t.ɪ.d
s.aɪ.t	s.aɪ.t.ʌ.d
s.aɪ.z	s.aɪ.z.d
s.l.æ.n.t	s.l.æ.n.t.ʌ.d
s.p.æ.t.ɚ	s.p.æ.t.ɚ.d
s.t.ɹ.æ.d.ʌ.l	s.t.ɹ.æ.d.ʌ.l.d
t.ɛ.ɹ.ʌ.ɹ.aɪ.z	t.ɛ.ɹ.ʌ.ɹ.aɪ.z.d
ʌ.n.dʒ.ʌ.l.eɪ.t	ʌ.n.dʒ.ʌ.l.eɪ.t.ʌ.d
b.ɹ.eɪ.n.w.ɑ.ʃ	b.ɹ.eɪ.n.w.ɑ.ʃ.t
b.ɹ.ɪ.m	b.ɹ.ɪ.m.d
b.ʊ.tʃ.ɚ	b.ʊ.tʃ.ɚ.d
tʃ.ɑ.ɹ	tʃ.ɑ.ɹ.d
k.ʌ.l	k.ʌ.l.d
